제품명,표준코드명
엑스비타제이정,"8806476033915"""""
엑스칠플러스연고,"""8806470001804"",""8806470001811"""
엑스케인크림(리도카인),"""8800524008504"",""8800524008528"",""8800524008511"""
엑스코프네오시럽,"""8806703010108"",""8806703010115"",""8806703010122"""
엑스코프디시럽,"8806703042116"""""""
엑스코프에이연질캡슐,"""8806703041911"",""8806703041904"""
엑스콜노즈정,"""8806581062626"",""8806581062602"",""8806581062619"""
엑스콜디과립,"""8806581063005"",""8806581063012"",""8806581063029"",""8806581063036"""
엑스콜코프캡슐,"8806581056519"""""""
엑스콜콜드에프캡슐,"8806581057417"""""
엑스펙토시럽2%(카르보시스테인),"""8806701015303"",""8806701015310"",""8806701015327"""
엑스펙토시럽5%(카르보시스테인),"""8806701015402"",""8806701015419"",""8806701015426"""
엑스펜시럽(덱시부프로펜),"""8806573068506"",""8806573068513"",""8806573068520"",""8806573068537"",""8806573068544"""
엑스프리벤정,"""8806646012108"",""8806646012115"",""8806646012122"",""8806646012139"""
엑시펜정(덱시부프로펜),"""8806556014209"",""8806556014216"",""8806556014223"",""8806556014230"""
엑쎈코연질캡슐,"8806616049011"""""""
엑쎈코프에스연질캡슐,"""8806616050000"",""8806616050017"""
엑쎈콜연질캡슐,"8806616049110"""""""
엑코스정,"""8806472005404"",""8806472005411"",""8806472005428"",""8806472005435"""
엑티리딘정,"8806518022105"""""
엑티본연질캡슐,"8806607031919"""""
엔도콜액(시메티콘),"""8806599009002"",""8806599009019"",""8806599009026"",""8806599009033"",""8806599009040"""
엔도파액(과아세트산액0.2%),"""8806574012300"",""8806574012317"",""8806574012324"",""8806574012331"""
엔드콜에프과립,"8806942060421"""""
엔드콜에프캡슐,"8806942060612"""""""
엔디멜라정,"8800732000413"""""
엔디스캡슐(에르도스테인),"""8806512013901"",""8806512013918"",""8806512013925"""
엔디콜정,"""8800732000109"",""8800732000116"""
엔디콜플러스정,"8800732003513"""""""
엔디현탁액(시메티콘),"""8806641009509"",""8806641009516"",""8806641009523"",""8806641009530"",""8806641009547"""
엔비100정,"8806560037409"""""
엔시드8시간이알서방정650mg(아세트아미노펜),"""8806453011608"",""8806453011615"",""8806453011622"",""8806453011639"",""8806453011646"",""8806453011653"",""8806453011660"""
엔에이피정(나프록센나트륨),"""8806458015106"",""8806458015113"""
엔콜시럽,"""8806537023008"",""8806537023022"",""8806537023015"""
엔클비액(염화나트륨),"""8806453011905"",""8806453011912"""
엔터폴캡슐(니푸록사지드),"""8806543019804"",""8806543019811"",""8806543019828"",""8806543019835"",""8806543019842"",""8806543019859"""
엔테인캡슐(아세틸시스테인),"""8800590004202"",""8800590004219"",""8800590004226"""
엔포르테액(L-아스파르트산-L-아르기닌수화물),"""8806698050110"",""8806698050103"",""8806698050127"",""8806698050134"",""8806698050141"""
엔프렌드연질캡슐(나프록센),"""8806422038506"",""8806422038513"""
엘-크라넬알파액0.025%(알파트라디올),"""8806557002700"",""8806557002717"",""8806557002724"""
엘다인캡슐(에르도스테인),"""8806985031709"",""8806985031716"",""8806985031723"""
엘더킨크림4%(히드로퀴논),"""8806415017006"",""8806415017013"",""8806415017020"""
엘도네오캡슐(에르도스테인),"""8806538053905"",""8806538053912"",""8806538053929"""
엘도라캡슐(에르도스테인),"""8806456047406"",""8806456047413"",""8806456047420"",""8806456047437"""
엘도란트캡슐(에르도스테인),"""8806433019600"",""8806433019617"",""8806433019624"",""8806433019631"""
엘도랄정(에르도스테인),"""8806481015807"",""8806481015814"",""8806481015821"",""8806481015838"",""8806481015845"""
엘도르캡슐(에르도스테인),"""8806585020707"",""8806585020714"",""8806585020721"""
엘도린캡슐(에르도스테인),"""8806619009005"",""8806619009012"",""8806619009029"",""8806619009036"""
엘도민캡슐300밀리그램(에르도스테인),"""8806445022506"",""8806445022520"",""8806445022513"""
엘도브론정(에르도스테인),"""8806717057007"",""8806717057014"",""8806717057021"""
엘도브론캡슐300밀리그램(에르도스테인),"""8806717008405"",""8806717008412"",""8806717008429"""
엘도비캡슐(에르도스테인),"""8806529044400"",""8806529044417"",""8806529044424"""
엘도스인캡슐(에르도스테인),"""8806932017107"",""8806932017114"",""8806932017121"",""8806932017138"""
엘도스캡슐(에르도스테인),"""8806416019603"",""8806416019610"",""8806416019627"",""8806416019634"",""8806416019641"",""8806416019658"",""8806416019665"",""8806416019672"",""8806416019689"",""8806416019696"""
엘도스타캡슐(에르도스테인),"""8806452022308"",""8806452022315"",""8806452022322"""
엘도스탐캡슐(에르도스테인),"""8806428010308"",""8806703032704"",""8806428010315"",""8806703032711"",""8806428010322"",""8806703032728"",""8806703032735"",""8806703032742"""
엘도스테인캡슐(에르도스테인),"""8806845014200"",""8806845014224"",""8806845014217"""
엘도스텐캡슐(에르도스테인),"""8806613050706"",""8800605005910"",""8806613050713"",""8800605005927"",""8806613050720"",""8800605005903"",""8800605005934"""
엘도스트캡슐300밀리그램(에르도스테인),"""8800533004504"",""8800533004511"",""8800533004528"""
엘도스틴캡슐(에르도스테인),"""8806523003809"",""8806523003816"",""8806523003823"",""8806523003830"""
엘도신캡슐(에르도스테인),"""8806560013106"",""8806560013113"",""8806560013120"",""8806560013137"""
엘도씽캡슐(에르도스테인),"""8806940024227"",""8806940024203"",""8806940024210"",""8806940024234"""
엘도에스정(에르도스테인),"""8806415024011"",""8806415024028"",""8806415024004"""
엘도원캡슐(에르도스테인),"""8806255004808"",""8806255004815"",""8806255004822"""
엘도인캡슐300밀리그램(에르도스테인),"""8806435019004"",""8806435019011"",""8806435019028"",""8806435019035"",""8806435019042"",""8806435019059"""
엘도젠캡슐(에르도스테인),"""8806462040200"",""8806462040217"",""8806462040224"",""8806462040231"""
엘도진캡슐300밀리그램(에르도스테인),"""8806252012301"",""8806252012318"",""8806252012325"",""8806252012332"""
엘도캡슐(에르도스테인),"""8800527004503"",""8806673007900"",""8800527004510"",""8806673007917"",""8800527004527"",""8806673007924"",""8806891006006"",""8806891006013"",""8806891006020"""
엘도코프캡슐(에르도스테인),"""8806650005202"",""8806650005219"",""8806650005226"",""8806650005233"""
엘도클캡슐(에르도스테인),"""8806400073109"",""8806400073116"",""8806400073123"""
엘도타인캡슐300밀리그램(에르도스테인),"""8800570001405"",""8800570001412"",""8800570001429"",""8800570001436"""
엘도테인정(에르도스테인),"""8806443094208"",""8806443094239"",""8806443094215"",""8806443094222"""
엘도텍캡슐(에르도스테인),"""8806543019903"",""8806543019910"",""8806543019927"",""8806543019934"""
엘도텐캡슐(에르도스테인),"""8806454056103"",""8806454056110"",""8806454056127"",""8806454056134"""
엘도투캡슐300밀리그램(에르도스테인),"""8800551002605"",""8800551002612"",""8800551002629"",""8800551002636"""
엘도트린캡슐(에르도스테인),"""8806473039705"",""8806473039712"",""8806473039729"",""8806473039736"""
엘도틴캡슐(에르도스테인),"""8806586007806"",""8806586007813"",""8806586007820"",""8806586007837"""
엘도펙트캡슐300밀리그램(에르도스테인),"""8806572022202"",""8806800001900"",""8806572022219"",""8806800001917"",""8806572022226"",""8806800001924"""
엘도프로정(에르도스테인),"""8806424041412"",""8806424041429"",""8806424041405"""
엘드로캡슐(에르도스테인),"""8806649018404"",""8806649018411"",""8806649018428"""
엘디오스캡슐(에르도스테인),"""8806641025509"",""8806641025516"",""8806641025523"""
엘라스겔(수출용),"""8806446008509"",""8806446008516"",""8806446008523"",""8806446008530"""
엘라스에이액(트록세루틴),"""8806446023502"",""8806446023519"",""8806446023526"""
엘레멘-에프시럽,"""8806446042909"",""8806446042916"",""8806446042923"",""8806446043012"",""8806446043005"""
엘레비트정,"8806411060303"""""""
엘로스틴캡슐(에르도스테인),"""8800588003606"",""8800588003613"",""8800588003620"""
엘로인캡슐(에르도스테인),"""8806472044007"",""8806472044014"",""8806472044021"",""8806472044038"""
엘로틴캡슐(에르도스테인),"""8806573028203"",""8806573028210"",""8806573028227"""
엘론드정(엘카르니틴),"""8806903013503"",""8806903013510"""
엘리도스캡슐(에르도스테인),"""8806616046607"",""8806616046614"",""8806616046621"""
엘리스정(엘카르니틴),"""8806288006602"",""8806288006619"",""8806288006626"""
엘린플러스크림,"8806448014713"""""
엘뮤코정(에르도스테인),"""8806705011905"",""8806705011912"",""8806705011929"""
엘바민정,"""8806707007500"",""8806707007517"""
엘보스캡슐(에르도스테인),"""8806440042905"",""8806440042936"""
엘부날캡슐(에르도스테인),"""8806503010209"",""8806503010216"",""8806503010223"",""8806503010230"",""8806503010247"",""8806503010254"""
엘부틴정(트리메부틴말레산염),"""8800524006517"",""8800524006524"",""8800524006500"""
엘비타정,"8806704016512"""""""
엘스킨크림,"8806447017715"""""""
엘스타캡슐(에르도스테인),"""8806744006900"",""8806744006917"",""8806744006924"",""8806744006931"""
엘스테인정(에르도스테인),"""8806718067524"",""8806718067500"",""8806718067517"""
엘스테인캡슐(에르도스테인),"""8806718022509"",""8806718022516"",""8806718022523"""
엘스틴캡슐(에르도스테인),"""8806704010916"",""8806704010923"",""8806704010909"""
엘시콤정,"""8806495017507"",""8806495017514"",""8806495017521"""
엘씨500연질캡슐(엘-시스틴),"""8806698021707"",""8806698021714"",""8806698021721"",""8806698021738"""
엘씨비탐미정,"""8806698049503"",""8806698049510"""
엘씨비탐파워정,"8806698049619"""""""
엘씨펜연질캡슐400mg(이부프로펜),"""8806698050219"",""8806698050202"""
엘씨펜원더연질캡슐,"8806698056815"""""""
엘앤씨메가펜정(아세트아미노펜제피세립),"""8800605000304"",""8800605000311"",""8800605000328"""
엘카렉정(엘카르니틴),"""8806562051007"",""8806562051014"""
엘카르닌정(L-카르니틴),"""8806486034100"",""8806486034117"""
엘카르씬정(L-카르니틴),"""8806717047008"",""8806717047015"""
엘카리나정(엘카르니틴),"""8806526039300"",""8806559042100"",""8806526039324"",""8806559042117"",""8806526039317"",""8806559042124"""
엘카민정,"""8806562052004"",""8806562052011"",""8806562052028"""
엘카탄정(엘카르니틴),"""8806476015201"",""8806476015218"""
엘카틸정(엘카르니틴),"""8806582040609"",""8806582040616"""
엘칸액(엘-카르니틴),"""8806429013704"",""8806429013711"""
엘칸정330밀리그램(엘-카르니틴),"""8806429013803"",""8806429013810"",""8806429013827"",""8806429013834"",""8806429013841"",""8806429013858"",""8806429013865"""
엘코스텐캡슐(에르도스테인),"""8806460040509"",""8806460040516"",""8806460040523"",""8806460040530"""
엘코프캡슐(에르도스테인),"""8800590004301"",""8800590004318"",""8800590004325"""
엘퀸정(엘카르니틴),"""8806473014702"",""8806473014719"""
엘큐정(엘카르니틴),"""8806529022507"",""8806529022514"""
엘타인캡슐(에르도스테인),"""8806459064103"",""8806459064110"",""8806459064127"",""8806459064134"""
엘탑정(엘카르니틴),"""8806228014605"",""8806633003003"",""8806228014612"""
엘테인캡슐(에르도스테인),"""8806578014409"",""8806578014416"",""8806578014423"",""8806578014430"",""8806578014447"""
엘티딘정75밀리그램(라니티딘염산염),"""8806496017209"",""8806496017216"",""8806496017223"",""8806496017230"""
엘패스정(엘카르니틴),"""8806409044100"",""8806409044117"""
엘펙탄캡슐(에르도스테인),"""8806701016003"",""8806701016010"",""8806701016027"",""8806701016034"""
엘펙트캡슐(에르도스테인),"""8806437017909"",""8806437017916"",""8806437017923"",""8806437017930"""
엠디멀티비타정,"8806258014217"""""""
엠디카인크림(리도카인),"""8806415016801"",""8806415016818"",""8806415016825"",""8806415016832"""
엠로딘액(L-카르니틴),"""8806415029108"",""8806415029122"",""8806415029115"",""8806415029191"",""8806415029160"",""8806415029177"",""8806415029139"",""8806415029146"",""8806415029153"",""8806415031019"",""8806415031026"""
엠마오플러스크림(리도카인),"""8806560021309"",""8806560021316"",""8806560021323"",""8806560021330"",""8806560021347"""
엠비오캡슐(엔테로코쿠스페슘스트레인세르넬레68균),"""8800524019203"",""8800524019210"",""8800524019227"",""8800524019241"",""8800524019234"",""8800524019258"",""8800524019265"",""8800524019272"""
엠지멕스스피드액,"""8806422046709"",""8806422046716"",""8806422046723"""
엠지멕스연질캡슐,"""8806422038605"",""8806422038612"""
엠지멕스플러스비연질캡슐,"""8806422046600"",""8806422046617"""
엠지멕스플러스연질캡슐,"8806422044514"""""""
엠지에버액,"8806478052105"""""""
엠지파워연질캡슐,"""8806616054909"",""8806616054916"",""8806616054923"""
엠지플러스큐연질캡슐,"""8806616051502"",""8806616051519"",""8806616051526"""
엠코발500마이크로그램캡슐(메코발라민),"""8806427026102"",""8806427026119"",""8806427026126"",""8806427026133"""
엠코발캡슐(메코발라민),"""8806427026003"",""8806427026010"",""8806427026027"""
엠티정,"8806498025615"""""
엠피록스액(시클로피록스올아민),"""8806415010502"",""8806415010519"""
엠피신연고(무피로신),"""8806431045007"",""8806431045014"",""8806431045021"""
